Place,Date_start,Date_end,Type_of_Exchange,Currency_From,Amount_From,Currency_To,Amount_To,Notes,Source
Florence,1371,,Manual,"Florence, florin of",1,"Florence, soldo of",65.17,5,31
Florence,1374,,Manual,"Florence, florin of",1,"Florence, soldo of",73.33,5,31
Florence,1375,,Manual,"Florence, florin of",1,"Florence, soldo of",76.67,5,31
Florence,1375.10,,Wage accounting,"Florence, florin of",1,"Florence, soldo of",70,5,289
Florence,1378,,Commercial,"Florence, florin of",1,"Florence, soldo of",68,5,111
Florence,1379,1380,Commercial,"Florence, florin of",1,"Florence, soldo of",70,5,111
Florence,1379.05,,Wage accounting,"Florence, florin of",1,"Florence, soldo of",76,5,289
Florence,1381,,Commercial,"Florence, florin of",1,"Florence, soldo of",72.5,5,111
Florence,1381,,Manual,"Florence, florin of",1,"Florence, soldo of",72,5,31
Florence,1382,,Manual,"Florence, florin of",1,"Florence, soldo of",73,5,31
Florence,1383,,Manual,"Florence, florin of",1,"Florence, soldo of",74,5,31
Florence,1384,,Manual,"Florence, florin of",1,"Florence, soldo of",73.33,5,31
Florence,1385,,Manual,"Florence, florin of",1,"Florence, soldo of",72.33,5,31
Florence,1386,,Commercial,"Florence, florin of",1,"Florence, soldo of",73.33,5,111
Florence,1386,,Manual,"Florence, florin of",1,"Florence, soldo of",74,5,31
Florence,1387,,Manual,"Florence, florin of",1,"Florence, soldo of",74.5,5,31
Florence,1389.01.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.4,6,520
Florence,1389.01.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.22,6,520
Florence,1389.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,6,520
Florence,1389.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75,6,520
Florence,1389.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.67,6,520
Florence,1389.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.5,6,520
Florence,1389.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.88,6,520
Florence,1389.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.72,6,520
Florence,1389.05.04,,Manual,"Florence, florin of",1,"Florence, soldo of",74.67,6,520
Florence,1389.05.04,,Manual,"Florence, florin of",1,"Florence, soldo of",74.88,6,520
Florence,1389.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.5,6,520
Florence,1389.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.33,6,520
Florence,1389.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.83,6,520
Florence,1389.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.02,6,520
Florence,1389.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",73.75,6,520
Florence,1389.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",73.98,6,520
Florence,1389.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.55,6,520
Florence,1389.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.72,6,520
Florence,1389.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.08,6,520
Florence,1389.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.92,6,520
Florence,1389.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",73.83,6,520
Florence,1389.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",73.67,6,520
Florence,1389.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.17,6,520
Florence,1389.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.33,6,520
Florence,1390.01.03,,Manual,"Florence, florin of",1,"Florence, soldo of",75.5,7,520
Florence,1390.01.03,,Manual,"Florence, florin of",1,"Florence, soldo of",75.33,7,520
Florence,1390.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.25,7,520
Florence,1390.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.42,7,520
Florence,1390.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1390.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.83,7,520
Florence,1390.04.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.83,7,520
Florence,1390.04.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.97,7,520
Florence,1390.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.73,7,520
Florence,1390.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.57,7,520
Florence,1390.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.5,7,520
Florence,1390.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.33,7,520
Florence,1390.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.08,7,520
Florence,1390.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.3,7,520
Florence,1390.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.67,7,520
Florence,1390.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.87,7,520
Florence,1390.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.58,7,520
Florence,1390.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.78,7,520
Florence,1390.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.83,7,520
Florence,1390.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.08,7,520
Florence,1390.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1390.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",75.33,7,520
Florence,1390.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.5,7,520
Florence,1390.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.33,7,520
Florence,1391.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.17,7,520
Florence,1391.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76,7,520
Florence,1391.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.88,7,520
Florence,1391.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.75,7,520
Florence,1391.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.83,7,520
Florence,1391.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.67,7,520
Florence,1391.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.25,7,520
Florence,1391.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.47,7,520
Florence,1391.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.23,7,520
Florence,1391.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1391.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.25,7,520
Florence,1391.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.08,7,520
Florence,1391.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.1,7,520
Florence,1391.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.92,7,520
Florence,1391.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.57,7,520
Florence,1391.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.42,7,520
Florence,1391.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.5,7,520
Florence,1391.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",73.33,7,520
Florence,1391.10.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.13,7,520
Florence,1391.10.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1391.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",73.92,7,520
Florence,1391.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",74.08,7,520
Florence,1391.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.3,7,520
Florence,1391.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.13,7,520
Florence,1392.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1392.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.4,7,520
Florence,1392.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.15,7,520
Florence,1392.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.08,7,520
Florence,1392.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.75,7,520
Florence,1392.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.9,7,520
Florence,1392.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1392.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.2,7,520
Florence,1392.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1392.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1392.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.22,7,520
Florence,1392.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1392.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.9,7,520
Florence,1392.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.67,7,520
Florence,1392.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1392.08.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1392.09.02,,Manual,"Florence, florin of",1,"Florence, soldo of",74.92,7,520
Florence,1392.09.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.08,7,520
Florence,1392.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.5,7,520
Florence,1392.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.73,7,520
Florence,1392.11.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.8,7,520
Florence,1392.11.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.67,7,520
Florence,1392.12.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.42,7,520
Florence,1392.12.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.25,7,520
Florence,1393.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.83,7,520
Florence,1393.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",77,7,520
Florence,1393.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.42,7,520
Florence,1393.02.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.25,7,520
Florence,1393.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.5,7,520
Florence,1393.03.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.33,7,520
Florence,1393.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1393.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.33,7,520
Florence,1393.05.05,,Manual,"Florence, florin of",1,"Florence, soldo of",76.25,7,520
Florence,1393.05.05,,Manual,"Florence, florin of",1,"Florence, soldo of",76.08,7,520
Florence,1393.06.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.67,7,520
Florence,1393.06.02,,Manual,"Florence, florin of",1,"Florence, soldo of",75.83,7,520
Florence,1393.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.22,7,520
Florence,1393.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1393.08.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75,7,520
Florence,1393.08.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.17,7,520
Florence,1393.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.5,7,520
Florence,1393.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",74.68,7,520
Florence,1393.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.93,7,520
Florence,1393.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.75,7,520
Florence,1393.11.04,,Manual,"Florence, florin of",1,"Florence, soldo of",76.05,7,520
Florence,1393.11.04,,Manual,"Florence, florin of",1,"Florence, soldo of",75.88,7,520
Florence,1393.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.08,7,520
Florence,1393.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.25,7,520
Florence,1394.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",77.07,7,520
Florence,1394.01.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.83,7,520
Florence,1394.02.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.6,7,31
Florence,1394.02.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.77,7,31
Florence,1394.03.04,,Manual,"Florence, florin of",1,"Florence, soldo of",76.82,7,31
Florence,1394.03.04,,Manual,"Florence, florin of",1,"Florence, soldo of",76.63,7,31
Florence,1394.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.9,7,31
Florence,1394.04.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.72,7,31
Florence,1394.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.68,7,31
Florence,1394.05.02,,Manual,"Florence, florin of",1,"Florence, soldo of",76.87,7,31
Florence,1394.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.63,7,31
Florence,1394.06.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.85,7,31
Florence,1394.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.72,7,31
Florence,1394.07.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.55,7,31
Florence,1394.08.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.18,7,31
Florence,1394.08.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.37,7,31
Florence,1394.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.65,7,31
Florence,1394.09.01,,Manual,"Florence, florin of",1,"Florence, soldo of",75.82,7,31
Florence,1394.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",77.02,7,31
Florence,1394.10.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.82,7,31
Florence,1394.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.85,7,31
Florence,1394.11.03,,Manual,"Florence, florin of",1,"Florence, soldo of",76.7,7,31
Florence,1394.12.01,,Manual,"Florence, florin of",1,"Florence, soldo of",76.78,7,31
